冬冬的故事(儿童片）;2012
放牛班的春天;2012
三毛从军;2012
飞飞从影记;2012
戴口罩的小狗(儿童片);2012
奇迹;2012
金秋鹿鸣;2012
37;2012
热爱岛;2012
愤怒的小孩;2012
戚继光英雄传;2012
豆蔻年华;2012
麦兜？当当伴我心;2012
潜艇总动员;2012
马达加斯加3;2012
醉后一战;2012
代课老师;2012
大玩家;2012
孩子那些事儿;2012
你是哪里人;2012
终极快递;2012
疾速行动;2012
夏日琴情;2012
村长轶事;2012
绝对挑战;2012
幸福的兔子;2012
破冰;2012
大电影之数百亿;2012
忍者乱太郎;2012
2012喜上加喜;2012
心灵的阳光;2012
廊桥1937;2012
马可·波罗回香都;2012
长江七号爱地球;2012
挚爱;2012
初恋时光;2012
饥饿游戏;2012
笔仙惊魂;2012
甲方乙方;2012
雅典娜：无间谍局;2012
尼斯湖怪：深水传说;2012
死亡面具;2012
美丽生命;2012
龙风斗;2012
机缘;2012
谷雨;2012
马达加斯加2;2012
阿尔巴特;2012
成成烽火 投笔从戎;2012
半夜不要照镜子;2012
公园;2012
第一次亲密接触;2012
你听我跟你说;2012
我们的夏天;2012
太行山上;2012
头版头条;2012
画皮II;2012
别样警花;2012
查无此人;2012
车手;2012
蓝调海之恋;2012
致命替身;2012
绽放;2012
潜在威力;2012
柔道龙虎榜;2012
守望博格达;2012
海洋天使;2012
大山里的孩子;2012
小白杨;2012
母亲江恋歌;2012
CUT;2012
上帝的处方;2012
东京公园;2012
琉神;2012
五月的声音;2012
青春搏击;2012
啄木鸟和雨;2012
彼时生命;2012
如果高中棒球队女经理读过杜拉克的管理学;2012
家里有我;2012
特工争风;2012
岳;2012
车费;2012
了不起的亡灵;2012
永远的三丁目的夕阳64年;2012
方队;2012
虎口夺子;2012
卡拉麦里;2012
悲鸿生命;2012
火线特工;2012
亲，别怕;2012
燃烧的生命;2012
自娱自乐;2012
爱的面包魂;2012
大漠赤城;2012
勇敢传说;2012
黑暗中的救赎;2012
赛车风云;2012
虾哥的故事;2012
刀客外传;2012
一不留神;2012
爱神有泪;2012
喜神;2012
阿免姨;2012
少林达摩剑;2012
悬赏;2012
大事件;2012
绅士大盗;2012
钢铁侠2;2012
我不想说谎;2012
鸡排英雄;2012
无法尖叫;2012
失控;2012
并非末日;2012
鄱湖浪;2012
赛尔号之雷伊与迈尔斯;2012
疑案忠魂;2012
蓝莓之夜;2012
邱吉尔：好莱坞年代;2012
猪猪侠之__危机;2012
在劫难逃（进口）;2012
老哨卡;2012
罂粟花儿不再开;2012
魅妆;2012
吴运铎;2012
大海啸之鲨口逃生;2012
月亮之上;2012
海鲜陆战队;2012
童年;2012
中俄列车大劫案;2012
葡峰山下小村官;2012
生死对决;2012
窈窕淑女;2012
绝对情感;2012
水落石出;2012
大武当之天地密码;2012
午夜凶梦;2012
火龙对决;2012
青魇;2012
左利军;2012
挪威的森林;2012
搜索;2012
幻影追凶;2012
初恋红豆冰;2012
英雄泪;2012
五好楼48小时;2012
青春飞扬;2012
布达拉宫;2012
搏击手;2012
生死28小时;2012
绝命岛;2012
天际浩劫;2012
绝色武器;2012
摩尔庄园海妖宝藏;2012
完美的爱;2012
我的父亲母亲;2012
超决战！贝利亚银河帝国;2012
花样年华;2012
绝命藏宝图;2012
笔仙;2012
一八九四？甲午大海战;2012
大天地;2012
战国;2012
13岁女孩;2012
B区32号;2012
幸运搜索;2012
